product_id,Category,Title,Price,Image URL,Key Features,Specifications,Product URL
50,Televisions,"189 cm (75 inches) 4K Ultra HD Smart LED Google TV TH-75MX740DX (Black, 4K Colour Engine, Home Theatre Built in, Google Assistant)","₹139,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-75mx740dx_1.jpg,"4K Color Engine, HDR 10, Home Theatre Built in, DTS, Bezel-less, Chromecast Built-In & Air Screen, Ok Google, ",{},https://store.in.panasonic.com/televisions/4k-google-tv/mx740-google-tv-4k-hrd-tv-75-inches.html
55,Televisions,"139 cm (55 inches) 4K Ultra HD Smart LED Google TV TH-55MX850DX (Black, 4K Colour Engine, Dolby Vision & Atmos, Google Assistant)","₹72,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-55mx850dxrev.jpg,"4K Color Engine, HDR 10, Dolby Vision & Atmos, Home Theater Built-In with Tweeter, Game Mode, Chromecast Built-In & Air Screen, Ok Google, ",{},https://store.in.panasonic.com/televisions/4k-google-tv/mx850-google-tv-4k-hrd-tv-55-inches.html
60,Televisions,"163 cm (65 inches) 4K Ultra HD Smart LED Google TV TH-65MX850DX (Black, 4K Colour Engine, Dolby Vision & Atmos, Google Assistant)","₹104,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-65mx850dxrev.jpg,"4K Color Engine, HDR 10, Dolby Vision & Atmos, Home Theater Built-In with Tweeter, Game Mode, Chromecast Built-In & Air Screen, Ok Google, ",{},https://store.in.panasonic.com/televisions/4k-google-tv/mx850-google-tv-4k-hrd-tv-65-inches.html
65,Televisions,"164 cm (65 inches) 4K Ultra HD Smart LED Google TV TH-65MX660DX (Black, 4K Studio Color Engine, HDR 10+, Dolby Digital, Chromecast Built-In)","₹69,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-65mx660dx_1.jpg,"4K Studio Color Engine, 4K HDR 10+, Hexa Chroma Drive, Dolby Digital, Google Voice Assistant, Chromecast Built-in, Slim Bezel, ",{},https://store.in.panasonic.com/televisions/4k-google-tv/mx660-google-tv-4k-hrd-tv-65-inches.html
70,Televisions,"164 cm (65 inches) 4K Ultra HD Smart OLED TV TH-65LZ950DX (Black, 4K Studio Color Engine, Dolby Vision & Atmos, HDR 10, Game Mode)","₹239,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-65lz950dxrev.jpg,"4K Studio Color Engine, Dolby Vision & Atmos, HDR 10, Hexa Chroma Drive, Wide Colour Gamut, Home theater built in with tweeter, Game Mode, Chromecast Built-in",{},https://store.in.panasonic.com/televisions/oled/lz950-oled-4k-hrd-tv-65-inches.html
75,Televisions,"139 cm (55 inches) 4K Ultra HD Smart OLED TV TH-55LZ950DX (Black, 4K Studio Color Engine, Dolby Vision & Atmos, HDR 10, Game Mode)","₹169,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/h/th-55lz950dxrev.jpg,"4K Studio Color Engine, Dolby Vision & Atmos, HDR 10, Hexa Chroma Drive, Wide Colour Gamut, Home theater built in with tweeter, Game Mode, Chromecast Built-in",{},https://store.in.panasonic.com/televisions/oled/lz950-oled-4k-hrd-tv-55-inches.html
80,Audio,SC-HTS600GWK 600W 5.1Ch with Wireless Surround Speaker,"₹26,000",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/c/sc-hts600wgwk_infographic__1__wcvbajwlqnimpvlx.jpg,"5.1Ch Soundbar Speaker System, Power Output : 600 Watts, Wireless Surround Speakers, Dolby Digital Plus Sound, Deep bass Sound, Touch Control, Metal grille for Crisp Clear Sound, Easy Connectivity with BT/HDMI",{},https://store.in.panasonic.com/audio/sound-bar/sc-hts600gwk.html
85,Audio,SC-HTS400GWK 400W 5.1Ch with Powerful Surround Sound,"₹16,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/c/sc-hts400wgwk_infographic__1__b1b9keeqsruxocg8.jpg,"5.1Ch Soundbar Speaker System, Power Output : 400 Watts, Surround Sound, Dolby Digital Plus Sound, Deep bass Sound, Touch Control, Metal grille for Crisp Clear Sound, Easy Connectivity with BT/HDMI",{},https://store.in.panasonic.com/audio/sound-bar/sc-hts400gwk.html
90,Audio,SC-HTS160GWK 160W 2.1Ch with 3D Surround Sound,"₹8,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/c/sc-hts160wgwk_infographic__1__xsqhkatmqonekgte.jpg,"2.1Ch Soundbar Speaker System, Power Output : 160 Watts, 3D Surround Sound, Touch Control, Deep bass Sound, Metal grille for Crisp Clear Sound, Easy Connectivity with BT/HDMI, Remote Control",{},https://store.in.panasonic.com/audio/sound-bar/sc-hts160gwk.html
95,Audio,"80 W, 2.1 CH USB, Auxiliary Multimedia Speaker System with Convertible Soundbar and Multi-Connectivity Option (SC-HT260GW-K, Black)","₹8,066",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/i/n/info1_1.jpg,"2.1 ch. Speaker-Cum-Soundbar, Power Output(RMS) : 80 Watts, Bluetooth Connectivity, Remote Control, USB/AUX Play, Wall Mountable, , ",{},https://store.in.panasonic.com/audio/sound-bar/ht260.html
100,Audio,"SC-HT480GW-K 100W 4.1 Channel Auxiliary, USB, Micro USB Soundbar (Black)","₹9,966",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/i/n/info1_2.jpg,"4.1 ch. Speaker-Cum-Soundbar, Power Output(RMS) : 100 Watts, Bluetooth Connectivity, Remote Control, USB/AUX Play, Wall Mountable, , ",{},https://store.in.panasonic.com/audio/sound-bar/ht480.html
105,Audio,"SC-UA30GW-K 300W Bluetooth, USB, Wireless Party Speakers (Black)","₹18,041",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/i/n/info1_4.jpg,"Wireless Party Speaker, AIRQUAKE BASS SOUND, Bluetooth Connectivity, Remote Control, USB Play, Power Output(RMS) : 300 Watts RMS, , ",{},https://store.in.panasonic.com/audio/party-speaker/ua30.html
110,Audio,"SC-HT550GW-K 150 W Bluetooth Home Theatre (Black, 5.1 Channel)","₹11,391",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/i/n/info1_3.jpg,"5.1 ch Home Theatre, 5.1 channel Surround Sound, Bluetooth Connectivity, Remote Control, USB/AUX Play, Wall Mountable, Power Output(RMS) : 150 Watts RMS, ",{},https://store.in.panasonic.com/audio/multimedia-speaker/ht550.html
115,Audio,"SC-TMAX45 1000W Double Woofer Party Speaker | Bluetooth, USB, AUX connectivity | Mic & Guitar Jack","₹32,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/s/c/sc-tmax45_info_1_main.jpg,"Powerful Bass with reflex ports, Double Woofer & Double Tweeter, Bluetooth / USB/ AUX/ Optical Input, 7 colours Illuminations, Mic & Guitar Input, Built-in Handle, 2-Way Layout - Vertical and Horizontal, ",{},https://store.in.panasonic.com/audio/party-speaker/sc-tmax45-1000w-double-woofer-party-speaker-bluetooth-usb-aux-connectivity-mic-guitar-jack.html
120,Refrigerators,"309L 3 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG321CUSN, Shining Silver, Jumbo Vegetable Basket, 2022 Model, Net Capacity 279L)","₹30,790",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/g/tg321cusn_1.jpg,"6 Stage Intelligent Inverter Compressor, Biggest 35L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, 1+10 yrs Warranty, , , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg321-309-l-shiny-silver-double-door-refrigerator-with-inverter-technology.html
125,Refrigerators,"309L 3 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG323CVHN, Electric Grey, Jumbo Vegetable Basket, Net Capacity 279L)","₹35,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-tg292bvhn-dp-1.png,"Econavi AI Technology, 6 Stage Intelligent Inverter Compressor, 35L Jumbo Fresh Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg323-309-l-electric-grey-double-door-refrigerator-with-ai-inverter-technology.html
130,Refrigerators,"400L 2 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Bottom Mount Refrigerator (NR- BK415BQKN, Diamond Black, Jumbo Fresh Vegetable Basket, Net Capacity 357L, 2023 Model)","₹54,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-bk415bqkn-info_01.jpg,"Bottom-mount refrigerator with 4 special time-saving modes, Dedicated convertible Prime Fresh zone, 28L Fresh safe veg box with humidity seal, 6 Stage Intelligent Inverter Compressor, 2 years total + 10 years compressor warrenty, Toughened Glass Shelves with 150 kg Load Bearing Capacity, , ",{},https://store.in.panasonic.com/refrigerator/bottom-mouted-refrigerators/panasonic-357l-2-star-prime-convertible-6-stage-smart-inverter-frost-free-double-door-bottom-mount-refrigerator.html
135,Refrigerators,"450L 2 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Bottom Mount Refrigerator (NR-BK465BQKN, Diamond Black, Jumbo Fresh Vegetable Basket, Net Capacity 401L, 2023 Model)","₹62,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-bk465bqkn_base_image.jpg,"Bottom-mount refrigerator with 4 special time-saving modes, Dedicated convertible Prime Fresh zone, 28L Fresh safe veg box with humidity seal, 6 Stage Intelligent Inverter Compressor, 2 years total + 10 years compressor warrenty, Toughened Glass Shelves with 150 kg Load Bearing Capacity, , ",{},https://store.in.panasonic.com/refrigerator/bottom-mouted-refrigerators/panasonic-401l-2-star-prime-convertible-6-stage-smart-inverter-frost-free-double-door-bottom-mount-refrigerator.html
140,Refrigerators,"338L 3 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG351CUSN, Shining Silver, Jumbo Vegetable Basket, 2022 Model, Net Capacity 308L)","₹33,690",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/t/g/tg351cusn_1.jpg,"6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, 1+10 yrs Warranty, , , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg351-338-l-shiny-silver-double-door-refrigerator-with-inverter-technology.html
145,Refrigerators,"450L 2 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Bottom Mount Refrigerator (NR-BK468BGMN, Mirror Glass, Fresh Safe Vegetable Case, Net Capacity 401L, 2024 Model)","₹71,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-bk468bgmn_info_1_1.jpg,"Bottom-mount refrigerator with 4 special time-saving modes, Dedicated convertible Prime Fresh zone, 28L Fresh safe veg box with humidity seal, AI Econavi Technology for Extra Energy Saving, 3 years total + 10 years compressor warranty, Toughened Glass Shelves with 150 kg Load Bearing Capacity, , ",{},https://store.in.panasonic.com/refrigerator/bottom-mouted-refrigerators/450l-2-star-prime-convertible-6-stage-smart-inverter-frost-free-double-door-bottom-mount-refrigerator-nr-bk468bgmn-mirror-glass-jumbo-fresh-vegetable-basket-net-capacity-401l-2024-model.html
150,Refrigerators,"400L 2 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Bottom Mount Refrigerator (NR-BK418BGMN, Mirror Glass, Fresh Safe Vegetable Case, Net Capacity 357L, 2024 Model)","₹63,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-bk418bgmn_info_1_1.jpg,"Bottom-mount refrigerator with 4 special Time-Saving modes., Dedicated Convertible Prime Fresh zone, 28L Fresh Safe veg box with humidity seal, AI Econavi Technology for extra energy savings, 3 years total + 10 years compressor warranty, Toughened Glass Shelves with 150 kg load bearing capacity, , ",{},https://store.in.panasonic.com/refrigerator/bottom-mouted-refrigerators/400l-2-star-prime-convertible-6-stage-smart-inverter-frost-free-double-door-bottom-mount-refrigerator-nr-bk418bgmn-mirror-glass-jumbo-fresh-vegetable-basket-net-capacity-357l-2024-model.html
155,Refrigerators,"338L 3 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG355CPKN, Diamond Black, Jumbo Fresh Vegetable Basket, 2023 Model, Net Capacity 304L)","₹35,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-tg355cpkn-1.png,"Prime Convertible with 4 special time-saving modes, 6 Stage Intelligent Inverter Compressor, Biggest 35L Vegetable Box, 1+10 yrs Warranty, Toughened Glass Shelves 150 kg Load Bearing Capacity, , , ",{},https://store.in.panasonic.com/refrigerators/tg355-338-l-prime-convertible-6-stage-smart-inverter-refrigerator.html
160,Refrigerators,"309L 2 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG322BVHN, Electric Grey, Jumbo Vegetable Basket, Net Capacity 279L)","₹32,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_103.jpg,"6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg322-309-l-electric-grey-double-door-refrigerator-with-ai-inverter-technology.html
165,Refrigerators,"309L 2 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG322BPRN, Deep Wine, Jumbo Vegetable Basket, Net Capacity 279L)","₹35,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_114.jpg,"Econavi AI Technology, 6 Stage Intelligent Inverter Compressor, Biggest 35L Vegetable Box, Toughened Glass Shelf with 100KG Load, Best In Class Energy Efficiency, 1+10 yrs Warranty, , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg322-309-l-deep-wine-double-door-refrigerator-with-ai-inverter-technology.html
170,Refrigerators,"309L 3 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG323CPAN, Deep Ocean Blue, Jumbo Vegetable Basket, Net Capacity 279L)","₹37,690",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_104.jpg,"6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelf with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg323-309-l-deep-ocean-blue-double-door-refrigerator-with-ai-inverter-technology.html
175,Refrigerators,"338L 2 Star 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG352BPAN, Deep Ocean Blue, Jumbo Vegetable Basket, Net Capacity 308L)","₹38,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_106.jpg,"Econavi AI Technology, 6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , ",{},https://store.in.panasonic.com/refrigerator/frost-free/tg352-338-l-deep-ocean-blue-double-door-refrigerator-with-ai-inverter-technology.html
180,Refrigerators,"260L Double Door 3 Star AI Enabled Inverter Technology Frost Free Refrigerator (NR-TH272CVHN, Electric Grey, Jumbo Fresh Vegetable Basket, 2023 Model, Net Capacity 237L)","₹27,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_109.jpg,"6 Stage Intelligent Inverter Compressor, Big 30L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, 1+10 yrs Warranty, , , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/th272-260-l-glitter-grey-double-door-refrigerator-with-ai-inverter-technology.html
185,Refrigerators,"280L Double Door 2 Star AI Enabled Inverter Technology Frost Free Refrigerator (NR-TH292BVHN, Electric Grey, Jumbo Fresh Vegetable Basket, Net Capacity 256L)","₹28,190",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_111.jpg,"Econavi AI Technology, 6 Stage Intelligent Inverter Compressor, Big 30L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , ",{},https://store.in.panasonic.com/refrigerator/frost-free/th292-280-l-electric-grey-double-door-refrigerator-with-ai-inverter-technology.html
190,Refrigerators,"338L 2 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG358BPAN, Deep Ocean Blue, Jumbo Fresh Vegetable Basket, Net Capacity 304L)","₹42,250",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/1/-/1-front_1600-x-1600_3.jpg,"Prime Convertible with 4 special time-saving modes, 6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves' 150 kg Load Bearing Capacity, AG Clean Technology, , , ",{},https://store.in.panasonic.com/refrigerators/tg358-338-l-prime-convertible-6-stage-smart-inverter-refrigerator.html
195,Refrigerators,"309L 3 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG328CPAN, Deep Ocean Blue, Jumbo Fresh Vegetable Basket, Net Capacity 275L)","₹39,750",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/1/-/1-front_1600-x-1600_2.jpg,"Prime Convertible with 4 special time-saving modes, 6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, Toughened Glass Shelves' 150 kg Load Bearing Capacity, AG Clean Technology, , , ",{},https://store.in.panasonic.com/refrigerators/tg328-309-l-prime-convertible-6-stage-smart-inverter-refrigerator.html
200,Refrigerators,"309L 3 Star Prime Convertible 6-Stage Smart Inverter Frost-Free Double Door Refrigerator (NR-TG325CPKN, Diamond Black, Jumbo Fresh Vegetable Basket, 2023 Model, Net Capacity 275L)","₹33,090",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/n/r/nr-tg325cpkn-1.png,"Prime Convertible with 4 special time-saving modes, 6 Stage Intelligent Inverter Compressor, Biggest* 35L Vegetable Box, 1+10 yrs Warranty, Toughened Glass Shelves 150 kg Load Bearing Capacity, , , ",{},https://store.in.panasonic.com/refrigerators/tg325-309-l-prime-convertible-6-stage-smart-inverter-refrigerator.html
205,Refrigerators,"280L Double Door 3 Star AI Enabled Inverter Technology Frost Free Refrigerator (NR-TH292CDAN, Harnell Blue, Jumbo Fresh Vegetable Basket, Net Capacity 256L)","₹32,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_112.jpg,"6 Stage Intelligent Inverter Compressor, Big 30L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , , ",{},https://store.in.panasonic.com/refrigerator/frost-free/th292-280-l-harnell-blue-double-door-refrigerator-with-ai-inverter-technology.html
210,Refrigerators,"280L Double Door 3 Star AI Enabled Inverter Technology Frost Free Refrigerator (NR-TH292CPKN, Diamond Black, Jumbo Fresh Vegetable Basket, 2023 Model, Net Capacity 256L)","₹31,490",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_113.jpg,"ECONAVI AI Technology, 6 Stage Intelligent Inverter Compressor, Big 30L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , ",{},https://store.in.panasonic.com/refrigerator/frost-free/th292-280-l-diamond-black-double-door-refrigerator-with-ai-inverter-technology.html
215,Refrigerators,"280L Double Door 2 Star AI Enabled Inverter Technology Frost Free Refrigerator (NR-TH292BPRN, Deep Wine, Jumbo Fresh Vegetable Basket, Net Capacity 256L)","₹29,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/a/r/artboard-1_110.jpg,"Econavi AI Technology, 6 Stage Intelligent Inverter Compressor, Big 30L Vegetable Box, Toughened Glass Shelves with 100KG Load Bearing Capacity, Best In Class Energy Efficiency, 1+10 yrs Warranty, , ",{},https://store.in.panasonic.com/refrigerator/frost-free/th292-280-l-deep-wine-double-door-refrigerator-with-ai-inverter-technology.html
220,AC,"1.5 Ton 3 Star Hot & Cold Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with True AI Mode, 2 Way Swing, PM 0.1 & Ag Clean Plus Air Purification Filter, 2024 Model, White)","₹42,990",https://store.in.panasonic.com/media/catalog/product/cache/7fc2a3fe77c40f27b75b2c9e63d22798/k/z/kz18akyf_baseimage_2510-updated.png,"Smart Split AC with Auto Convertible Inverter compressor, Hot & Cold All Weather AC, 3 Star Energy Rating for energy efficiency. Suitable for 11.14 Sqmt to 16.72 sqmt rooms., Warranty: 1 Year Comprehensive | 5 years on PCB |10 years on Compressor | 5 years on Outdoor Casing, Copper Condenser Coil with Shield Blu Technology: For greater durability in high humidity & coastal areas, Works with Amazon Alexa and Google Assistant |Customized Sleep Profiles | Remote Access and Control with Miraie, , Miraie: Connected Living | Comfortable Sleep Profile |Full Control Anytime Anywhere",{},https://store.in.panasonic.com/air-conditioners/2024-model/cs-cu-kz18akyfn.html
